id,departure city,discount,price,no of items,location,class,segment,sub-class,delivery type,RID,profit,delivery date,address code,departure state,placement date,Profit percent,Discount percent
1472,Philadelphia,0.2,76.792,1,East,kariox,Consumer,laptop,Standard Class,3301,-16.3183,01-11-2018,19140,Pennsylvania,01-11-2018,-21.25,0.260443796
1473,Philadelphia,0.7,50.997,1,East,kariox,Consumer,headset,Standard Class,3300,-40.7976,01-11-2018,19140,Pennsylvania,01-11-2018,-80,1.372629763
1474,Provo,0,21.98,7,West,kariox,Corporate,phone,Second Class,5396,9.891,01-11-2018,84604,Utah,01-11-2018,45,0
1475,Mesquite,0.8,34.176,3,Central,kariox,Corporate,battery,Standard Class,3709,-87.1488,01-11-2018,75150,Texas,01-11-2018,-255,2.34082397
1476,Los Angeles,0.2,725.344,4,West,qexty,Consumer,tshirts,Standard Class,7622,54.4008,01-11-2018,90004,California,01-11-2018,7.5,0.027573124
1477,Philadelphia,0.2,62.808,3,East,kariox,Corporate,watch,Standard Class,4809,21.1977,01-11-2018,19134,Pennsylvania,01-11-2018,33.75,0.318430773
1478,Freeport,0.2,17.248,2,East,kariox,Consumer,headset,Second Class,3952,6.0368,01-11-2018,11520,New York,01-11-2018,35,1.159554731
1479,Montgomery,0,14.67,3,South,kariox,Consumer,television,Standard Class,2198,3.9609,01-12-2018,36116,Alabama,01-11-2018,27,0
1480,Buffalo,0,199.9,5,East,qexty,Corporate,shorts,Standard Class,9428,39.98,01-12-2018,14215,New York,01-11-2018,20,0
1481,New York City,0,3.76,2,East,kariox,Consumer,lighting,Standard Class,1486,1.316,01-12-2018,10035,New York,01-11-2018,35,0
1482,Fresno,0.2,7.312,1,West,kariox,Corporate,headset,Standard Class,8602,2.5592,01-12-2018,93727,California,01-11-2018,35,2.735229759
1483,Fresno,0,40.54,2,West,kariox,Corporate,battery,Standard Class,8601,11.3512,01-12-2018,93727,California,01-11-2018,28,0
1484,Fresno,0,14.94,3,West,kariox,Corporate,phone,Standard Class,8600,7.0218,01-12-2018,93727,California,01-11-2018,47,0
1485,Columbia,0,397.6,5,South,qexty,Corporate,shorts,Second Class,5193,43.736,01-12-2018,29203,South Carolina,01-11-2018,11,0
1486,Fresno,0.2,4.32,3,West,kariox,Corporate,headset,Standard Class,8599,1.512,01-12-2018,93727,California,01-11-2018,35,4.62962963
1487,Utica,0,93.15,9,East,kariox,Consumer,tablet,Same Day,5819,44.712,01-11-2018,13501,New York,01-11-2018,48,0
1488,Utica,0.2,17.088,4,East,kariox,Consumer,headset,Same Day,5818,5.7672,01-11-2018,13501,New York,01-11-2018,33.75,1.170411985
1489,Utica,0.2,12.912,3,East,kariox,Consumer,headset,Same Day,5817,4.6806,01-11-2018,13501,New York,01-11-2018,36.25,1.548946716
1490,Utica,0,279.96,4,East,fynota,Consumer,colddrinks,Same Day,5816,78.3888,01-11-2018,13501,New York,01-11-2018,28,0
1491,San Francisco,0,81.98,2,West,kariox,Home Office,phone,Standard Class,5229,40.1702,01-12-2018,94109,California,01-11-2018,49,0
1492,Tigard,0.2,438.336,4,West,fynota,Consumer,colddrinks,Standard Class,1638,-87.6672,01-12-2018,97224,Oregon,01-11-2018,-20,0.045627099
1493,Tigard,0.2,669.08,5,West,kariox,Consumer,laptop,Standard Class,1637,-167.27,01-12-2018,97224,Oregon,01-11-2018,-25,0.029891792
1494,Utica,0,11.52,4,East,kariox,Consumer,tablet,Same Day,5820,5.6448,01-11-2018,13501,New York,01-11-2018,49,0
1495,Tigard,0.2,15.552,3,West,kariox,Consumer,phone,Standard Class,1636,5.4432,01-12-2018,97224,Oregon,01-11-2018,35,1.28600823
1496,Columbia,0,85.96,7,South,kariox,Corporate,phone,Second Class,5194,40.4012,01-12-2018,29203,South Carolina,01-11-2018,47,0
1497,Columbia,0,45.66,3,South,kariox,Corporate,headset,Second Class,5196,22.3734,01-12-2018,29203,South Carolina,01-11-2018,49,0
1498,Avondale,0.2,102.24,4,West,fynota,Consumer,chocolates,Standard Class,9196,-16.614,01-12-2018,85323,Arizona,01-11-2018,-16.25,0.195618153
1499,Avondale,0.2,47.992,7,West,kariox,Consumer,charger,Standard Class,9195,3.5994,01-12-2018,85323,Arizona,01-11-2018,7.5,0.416736123
1500,Orlando,0.7,6.642,9,South,kariox,Corporate,headset,Standard Class,7616,-4.428,01-12-2018,32839,Florida,01-11-2018,-66.66666667,10.53899428
1501,Mount Vernon,0,62.28,4,East,kariox,Consumer,watch,Standard Class,4216,29.2716,01-12-2018,10550,New York,01-11-2018,47,0
1502,New York City,0,25.06,2,East,kariox,Consumer,tablet,Standard Class,7786,11.7782,01-12-2018,10009,New York,01-11-2018,47,0
1503,San Francisco,0,30.4,5,West,kariox,Consumer,lighting,Standard Class,4417,15.2,01-12-2018,94122,California,01-11-2018,50,0
1504,San Francisco,0.2,575.92,2,West,fynota,Consumer,colddrinks,Standard Class,4416,71.99,01-12-2018,94122,California,01-11-2018,12.5,0.034727045
1505,Columbia,0,13.12,4,South,kariox,Corporate,television,Second Class,5195,4.3296,01-12-2018,29203,South Carolina,01-11-2018,33,0
1506,Skokie,0.2,12.624,2,Central,kariox,Corporate,lighting,Standard Class,1643,3.945,01-12-2018,60076,Illinois,01-11-2018,31.25,1.584283904
1507,Richmond,0,64.02,6,Central,kariox,Corporate,watch,Standard Class,9677,29.4492,01-12-2018,47374,Indiana,01-11-2018,46,0
1508,Houston,0.4,998.85,5,Central,fynota,Consumer,sweets,Standard Class,8573,-199.77,01-12-2018,77041,Texas,01-11-2018,-20,0.040046053
1509,San Francisco,0,139.93,7,West,fynota,Consumer,chocolates,First Class,5550,34.9825,01-12-2018,94109,California,01-11-2018,25,0
1510,San Francisco,0,43.68,3,West,kariox,Consumer,battery,First Class,5549,11.7936,01-12-2018,94109,California,01-11-2018,27,0
1511,San Francisco,0.15,411.332,4,West,qexty,Home Office,pants,Same Day,5495,-4.8392,01-11-2018,94122,California,01-11-2018,-1.176470588,0.036466893
1512,San Francisco,0,41.4,4,West,kariox,Home Office,tablet,Same Day,5494,19.872,01-11-2018,94122,California,01-11-2018,48,0
1513,San Francisco,0,7.36,2,West,kariox,Home Office,charger,Same Day,5493,0.1472,01-11-2018,94122,California,01-11-2018,2,0
1514,Philadelphia,0.2,5.04,2,East,kariox,Consumer,tablet,Standard Class,1490,1.764,01-12-2018,19143,Pennsylvania,01-11-2018,35,3.968253968
1515,Mesquite,0.2,5.544,7,Central,fynota,Corporate,chocolates,Standard Class,3710,1.6632,01-11-2018,75150,Texas,01-11-2018,30,3.607503608
1516,Houston,0.6,19.3,5,Central,qexty,Consumer,shorts,Second Class,79,-14.475,01-12-2018,77070,Texas,01-11-2018,-75,3.10880829
1517,Bloomington,0,169.45,5,Central,kariox,Home Office,laptop,Standard Class,4448,42.3625,01-11-2018,47401,Indiana,01-11-2018,25,0
1518,Toledo,0.4,1502.376,4,East,fynota,Consumer,colddrinks,Standard Class,5017,-250.396,01-11-2018,43615,Ohio,01-11-2018,-16.66666667,0.026624493
1519,Toledo,0.2,35.168,7,East,qexty,Consumer,shorts,Standard Class,5016,9.6712,01-11-2018,43615,Ohio,01-11-2018,27.5,0.568698817
1520,Chicago,0.2,646.2,5,Central,kariox,Consumer,laptop,Standard Class,4058,-8.0775,01-11-2018,60610,Illinois,01-11-2018,-1.25,0.03095017
1521,Columbus,0.3,611.058,3,East,qexty,Corporate,tshirts,Same Day,3835,-34.9176,01-11-2018,43229,Ohio,01-11-2018,-5.714285714,0.049095176
1522,Columbus,0.4,1049.97,5,East,fynota,Corporate,colddrinks,Same Day,3834,-209.994,01-11-2018,43229,Ohio,01-11-2018,-20,0.038096327
1523,Sacramento,0.2,120.712,1,West,qexty,Consumer,tshirts,Second Class,2367,-18.1068,01-11-2018,95823,California,01-11-2018,-15,0.165683611
1524,Saint Louis,0,111.79,7,Central,fynota,Consumer,chocolates,Second Class,2152,43.5981,01-11-2018,63116,Missouri,01-11-2018,39,0
1525,Jackson,0,151.92,4,Central,kariox,Corporate,television,Standard Class,6315,45.576,01-11-2018,49201,Michigan,01-11-2018,30,0
1526,Seattle,0,197.58,2,West,kariox,Corporate,laptop,Standard Class,1188,53.3466,01-11-2018,98103,Washington,01-11-2018,27,0
1527,Seattle,0,485.88,6,West,kariox,Corporate,laptop,Standard Class,1186,9.7176,01-11-2018,98103,Washington,01-11-2018,2,0
1528,Seattle,0.2,12.096,7,West,kariox,Corporate,headset,Standard Class,1185,4.2336,01-11-2018,98103,Washington,01-11-2018,35,1.653439153
1529,San Diego,0,151.72,4,West,qexty,Consumer,shorts,First Class,1011,27.3096,01-11-2018,92037,California,01-11-2018,18,0
1530,Cincinnati,0.2,2.624,1,East,kariox,Consumer,television,First Class,389,0.4264,01-11-2018,45231,Ohio,01-11-2018,16.25,7.62195122
1531,Detroit,0,14.67,3,Central,kariox,Consumer,headset,Standard Class,9628,6.7482,01-11-2018,48227,Michigan,01-11-2018,46,0
1532,Houston,0.3,155.372,2,Central,qexty,Corporate,tshirts,Second Class,7266,-35.5136,01-11-2018,77095,Texas,01-11-2018,-22.85714286,0.193084983
1533,Scottsdale,0.2,23.472,3,West,kariox,Consumer,watch,Standard Class,7101,8.802,01-11-2018,85254,Arizona,01-11-2018,37.5,0.852079073
1534,Seattle,0,25.92,4,West,kariox,Corporate,phone,Standard Class,1187,12.4416,01-11-2018,98103,Washington,01-11-2018,48,0
1535,Los Angeles,0,7.44,3,West,kariox,Consumer,television,Standard Class,7623,2.604,01-11-2018,90004,California,01-11-2018,35,0
1536,Jackson,0,196.62,2,Central,kariox,Corporate,tablet,Standard Class,6316,96.3438,01-11-2018,49201,Michigan,01-11-2018,49,0
1537,Jackson,0,15.96,2,Central,kariox,Corporate,phone,Standard Class,6318,7.98,01-11-2018,49201,Michigan,01-11-2018,50,0
1538,Los Angeles,0.2,539.92,5,West,fynota,Consumer,colddrinks,Standard Class,7621,47.243,01-11-2018,90004,California,01-11-2018,8.75,0.037042525
1539,Springfield,0.2,51.016,7,West,kariox,Consumer,television,Standard Class,6362,8.2901,01-11-2018,97477,Oregon,01-11-2018,16.25,0.392033872
1540,New York City,0.2,275.952,3,East,qexty,Home Office,pants,Second Class,4728,-37.9434,01-11-2018,10009,New York,01-11-2018,-13.75,0.072476373
1541,New York City,0,1117.92,4,East,kariox,Home Office,laptop,Second Class,4727,55.896,01-11-2018,10009,New York,01-11-2018,5,0
1542,Woonsocket,0,52.96,2,East,qexty,Consumer,shorts,Second Class,3990,20.1248,01-11-2018,2895,Rhode Island,01-11-2018,38,0
1543,Arlington,0.6,6.096,3,Central,qexty,Corporate,shorts,Standard Class,2613,-3.9624,01-11-2018,76017,Texas,01-11-2018,-65,9.842519685
1544,Arlington,0.2,15.696,3,Central,kariox,Corporate,phone,Standard Class,2612,5.1012,01-11-2018,76017,Texas,01-11-2018,32.5,1.27420999
1545,Jackson,0,144.12,3,Central,kariox,Corporate,phone,Standard Class,6317,69.1776,01-11-2018,49201,Michigan,01-11-2018,48,0
1546,Arlington,0.2,5.904,2,Central,kariox,Corporate,tablet,Standard Class,2611,1.9926,01-11-2018,76017,Texas,01-11-2018,33.75,3.387533875
1547,Arlington,0.2,2.52,1,Central,kariox,Corporate,tablet,Standard Class,2609,0.882,01-11-2018,76017,Texas,01-11-2018,35,7.936507937
1548,Arlington,0.2,24.672,3,Central,fynota,Corporate,chocolates,Standard Class,2608,0,01-11-2018,76017,Texas,01-11-2018,0,0.810635538
1549,Brentwood,0,26.76,4,West,kariox,Corporate,phone,Second Class,1986,12.3096,01-11-2018,94513,California,01-11-2018,46,0
1550,Brentwood,0,23.88,3,West,qexty,Corporate,shorts,Second Class,1985,10.5072,01-11-2018,94513,California,01-11-2018,44,0
1551,Brentwood,0,320.88,6,West,kariox,Corporate,battery,Second Class,1984,93.0552,01-11-2018,94513,California,01-11-2018,29,0
1552,Akron,0.7,5.742,3,East,kariox,Home Office,headset,Standard Class,9922,-4.5936,01-11-2018,44312,Ohio,01-11-2018,-80,12.19087426
1553,Virginia Beach,0,111.15,5,South,qexty,Home Office,shorts,Standard Class,7143,48.906,01-11-2018,23464,Virginia,01-11-2018,44,0
1554,Arlington,0.3,1218.735,5,Central,qexty,Corporate,hoodies,Standard Class,2610,-121.8735,01-11-2018,76017,Texas,01-11-2018,-10,0.024615688
1555,Bloomington,0,29.12,4,Central,kariox,Home Office,headset,Standard Class,4447,14.2688,01-11-2018,47401,Indiana,01-11-2018,49,0
1556,Fairfield,0.4,9.588,2,East,fynota,Consumer,colddrinks,Second Class,4909,-2.0774,01-11-2018,45014,Ohio,01-11-2018,-21.66666667,4.171881519
1557,Bloomington,0,78.35,5,Central,kariox,Home Office,watch,Standard Class,4445,36.8245,01-11-2018,47401,Indiana,01-11-2018,47,0
1558,Los Angeles,0,19.44,3,West,kariox,Consumer,phone,Standard Class,4312,9.3312,01-11-2018,90045,California,01-11-2018,48,0
1559,Los Angeles,0.2,21.936,3,West,kariox,Consumer,headset,Standard Class,4311,8.226,01-11-2018,90045,California,01-11-2018,37.5,0.911743253
1560,Los Angeles,0.2,573.728,4,West,qexty,Consumer,hoodies,Standard Class,4310,-64.5444,01-11-2018,90045,California,01-11-2018,-11.25,0.034859724
1561,Los Angeles,0.2,666.344,7,West,fynota,Consumer,colddrinks,Standard Class,4309,66.6344,01-11-2018,90045,California,01-11-2018,10,0.030014527
1562,San Diego,0,35.34,2,West,qexty,Consumer,shorts,Standard Class,2743,13.4292,01-11-2018,92037,California,01-11-2018,38,0
1563,Cary,0.2,58.24,5,South,kariox,Corporate,battery,Second Class,2722,5.096,01-11-2018,27511,North Carolina,01-11-2018,8.75,0.343406593
1564,Cary,0.2,8.376,3,South,kariox,Corporate,lighting,Second Class,2721,2.7222,01-11-2018,27511,North Carolina,01-11-2018,32.5,2.387774594
1565,Los Angeles,0.2,447.968,4,West,fynota,Consumer,sweets,Standard Class,4313,139.99,01-11-2018,90045,California,01-11-2018,31.25,0.044646046
1566,New York City,0,43.57,1,East,kariox,Home Office,laptop,Standard Class,322,13.071,01-11-2018,10024,New York,01-11-2018,30,0
1567,New York City,0,275.94,6,East,fynota,Home Office,colddrinks,Standard Class,320,80.0226,01-11-2018,10024,New York,01-11-2018,29,0
1568,New York City,0,3991.98,2,East,fynota,Home Office,sweets,Standard Class,319,1995.99,01-11-2018,10024,New York,01-11-2018,50,0
1569,New York City,0.1,135.882,1,East,qexty,Home Office,tshirts,Standard Class,318,24.1568,01-11-2018,10024,New York,01-11-2018,17.77777778,0.073593265
1570,Los Angeles,0,6.72,4,West,kariox,Home Office,television,Same Day,9229,3.36,01-11-2018,90049,California,01-11-2018,50,0
1571,Omaha,0,89.97,3,Central,fynota,Corporate,chocolates,Standard Class,9078,18.8937,01-11-2018,68104,Nebraska,01-11-2018,21,0
1572,Orange,0,5.76,2,East,kariox,Corporate,headset,Second Class,8979,2.8224,01-11-2018,7050,New Jersey,01-11-2018,49,0
1573,Jacksonville,0.2,410.352,3,South,qexty,Consumer,shorts,Standard Class,6433,-51.294,01-11-2018,28540,North Carolina,01-11-2018,-12.5,0.048738644
1574,New York City,0,360,4,East,fynota,Home Office,chocolates,Standard Class,321,129.6,01-11-2018,10024,New York,01-11-2018,36,0
1575,Jacksonville,0.7,14.301,7,South,kariox,Consumer,headset,Standard Class,6432,-10.4874,01-11-2018,28540,North Carolina,01-11-2018,-73.33333333,4.894762604
1576,New York City,0.2,52.064,4,East,kariox,Home Office,headset,Standard Class,4996,18.8732,01-11-2018,10011,New York,01-11-2018,36.25,0.384142594
1577,Los Angeles,0,20.04,6,West,qexty,Home Office,shorts,Standard Class,6684,8.8176,01-11-2018,90008,California,01-11-2018,44,0
1578,Wausau,0,36.63,3,Central,kariox,Consumer,laptop,Standard Class,4832,9.8901,01-11-2018,54401,Wisconsin,01-11-2018,27,0
1579,Wausau,0,245.88,6,Central,kariox,Consumer,battery,Standard Class,4831,68.8464,01-11-2018,54401,Wisconsin,01-11-2018,28,0
1580,Houston,0.2,40.712,7,Central,kariox,Consumer,charger,Standard Class,4783,3.5623,01-11-2018,77070,Texas,01-11-2018,8.75,0.491255649
1581,Houston,0.8,1.476,3,Central,kariox,Consumer,headset,Standard Class,4782,-2.214,01-11-2018,77070,Texas,01-11-2018,-150,54.20054201
1582,Houston,0.3,683.144,4,Central,qexty,Consumer,tshirts,Standard Class,4781,0,01-11-2018,77070,Texas,01-11-2018,0,0.043914607
1583,San Francisco,0.2,123.144,7,West,kariox,Consumer,headset,Standard Class,4729,46.179,01-11-2018,94110,California,01-11-2018,37.5,0.162411486
1584,Houston,0.2,74.352,3,Central,kariox,Corporate,watch,First Class,3187,26.9526,01-11-2018,77041,Texas,01-11-2018,36.25,0.268990747
1585,Long Beach,0,2.94,1,West,kariox,Corporate,television,Standard Class,5654,0.7938,01-11-2018,90805,California,01-11-2018,27,0
1586,Houston,0.8,26.046,3,Central,kariox,Corporate,headset,First Class,3186,-44.2782,01-11-2018,77041,Texas,01-11-2018,-170,3.071488904
1587,Hampton,0,149.9,5,South,qexty,Consumer,tshirts,Same Day,9787,40.473,01-11-2018,23666,Virginia,01-11-2018,27,0
1588,Philadelphia,0.2,58.416,2,East,fynota,Consumer,chocolates,Standard Class,9715,16.7946,01-11-2018,19143,Pennsylvania,01-11-2018,28.75,0.342371953
1589,Philadelphia,0.2,51.56,5,East,fynota,Consumer,chocolates,Standard Class,9714,-6.445,01-11-2018,19143,Pennsylvania,01-11-2018,-12.5,0.387897595
1590,Philadelphia,0.2,1080.096,6,East,kariox,Consumer,laptop,Standard Class,9713,-94.5084,01-11-2018,19143,Pennsylvania,01-11-2018,-8.75,0.018516873
1591,Philadelphia,0.7,13.194,2,East,kariox,Consumer,headset,Standard Class,9712,-8.796,01-11-2018,19143,Pennsylvania,01-11-2018,-66.66666667,5.305441868
1592,Philadelphia,0.2,273.568,2,East,qexty,Consumer,shorts,Standard Class,9711,-34.196,01-11-2018,19143,Pennsylvania,01-11-2018,-12.5,0.073107966
1593,Arlington,0,47.79,3,South,fynota,Home Office,chocolates,Standard Class,8683,16.2486,01-11-2018,22204,Virginia,01-11-2018,34,0
1594,Columbus,0,43.68,6,South,kariox,Consumer,phone,Standard Class,9857,20.9664,01-11-2018,31907,Georgia,01-11-2018,48,0
1595,Jacksonville,0.4,945.036,6,South,qexty,Consumer,hoodies,Standard Class,6431,-299.2614,01-11-2018,28540,North Carolina,01-11-2018,-31.66666667,0.04232643
1596,Jacksonville,0.2,25.984,2,South,kariox,Consumer,laptop,Standard Class,6430,-1.624,01-11-2018,28540,North Carolina,01-11-2018,-6.25,0.769704433
1597,Nashville,0.2,143.856,9,South,kariox,Consumer,phone,Standard Class,6267,48.5514,01-11-2018,37211,Tennessee,01-11-2018,33.75,0.139027917
1598,Long Beach,0,31.68,6,East,qexty,Consumer,shorts,Standard Class,7561,9.8208,01-11-2018,11561,New York,01-11-2018,31,0
1599,Long Beach,0,167.94,3,East,kariox,Consumer,phone,Standard Class,7560,82.2906,01-11-2018,11561,New York,01-11-2018,49,0
1600,Long Beach,0,533.94,3,East,kariox,Consumer,battery,Standard Class,7559,154.8426,01-11-2018,11561,New York,01-11-2018,29,0
1601,Los Angeles,0,21.4,5,West,kariox,Home Office,phone,Standard Class,5897,9.63,01-11-2018,90049,California,01-11-2018,45,0
1602,Los Angeles,0,44.4,3,West,kariox,Home Office,tablet,Standard Class,5896,22.2,01-11-2018,90049,California,01-11-2018,50,0
1603,Bloomington,0,31.68,6,Central,kariox,Home Office,phone,Standard Class,4446,14.256,01-11-2018,47401,Indiana,01-11-2018,45,0
1604,Richmond,0,69.52,2,South,kariox,Corporate,laptop,Standard Class,4828,19.4656,01-11-2018,40475,Kentucky,01-11-2018,28,0
1605,Orange,0,76.12,2,East,kariox,Corporate,battery,Standard Class,8389,22.0748,01-11-2018,7050,New Jersey,01-11-2018,29,0
1606,Chicago,0.2,15.696,3,Central,kariox,Corporate,phone,Standard Class,4159,5.1012,01-11-2018,60610,Illinois,01-11-2018,32.5,1.27420999
1607,Charlotte,0.2,47.808,12,South,kariox,Corporate,tablet,Standard Class,4068,15.5376,01-11-2018,28205,North Carolina,01-11-2018,32.5,0.418340027
1608,Charlotte,0.2,10.272,3,South,kariox,Corporate,television,Standard Class,4067,0.8988,01-11-2018,28205,North Carolina,01-11-2018,8.75,1.947040498
1609,Charlotte,0.2,7.52,5,South,kariox,Corporate,lighting,Standard Class,4066,1.41,01-11-2018,28205,North Carolina,01-11-2018,18.75,2.659574468
1610,Portland,0.2,155.976,3,West,fynota,Consumer,colddrinks,Standard Class,2833,54.5916,01-11-2018,97206,Oregon,01-11-2018,35,0.128224855
1611,Portland,0.2,443.92,5,West,kariox,Consumer,laptop,Standard Class,2832,-94.333,01-11-2018,97206,Oregon,01-11-2018,-21.25,0.045053163
1612,Denver,0.2,1983.968,4,West,fynota,Consumer,colddrinks,Standard Class,807,247.996,01-11-2018,80219,Colorado,01-11-2018,12.5,0.010080808
1613,Denver,0.2,43.176,3,West,kariox,Consumer,television,Standard Class,806,4.3176,01-11-2018,80219,Colorado,01-11-2018,10,0.463220308
1614,Charlotte,0.2,978.84,9,South,fynota,Corporate,colddrinks,Standard Class,4069,110.1195,01-11-2018,28205,North Carolina,01-11-2018,11.25,0.020432348
1615,Mason,0.2,68.704,2,East,qexty,Corporate,shorts,First Class,9869,16.3172,01-11-2018,45040,Ohio,01-11-2018,23.75,0.291103866
1616,Mason,0.7,3.132,2,East,kariox,Corporate,headset,First Class,9870,-2.61,01-11-2018,45040,Ohio,01-11-2018,-83.33333333,22.34993614
1617,Mason,0.7,22.428,3,East,kariox,Corporate,headset,First Class,9871,-17.9424,01-11-2018,45040,Ohio,01-11-2018,-80,3.121098627
1618,Nashville,0.2,3.488,2,South,kariox,Consumer,phone,Standard Class,6266,1.1772,01-11-2018,37211,Tennessee,01-11-2018,33.75,5.733944954
1619,Fairfield,0,11.64,3,East,kariox,Consumer,charger,Standard Class,5706,3.3756,01-11-2018,6824,Connecticut,01-11-2018,29,0
1620,New York City,0.2,7.856,2,East,kariox,Consumer,headset,Standard Class,4761,2.8478,01-11-2018,10009,New York,01-11-2018,36.25,2.545824847
1621,New York City,0.2,48.896,2,East,kariox,Consumer,headset,Standard Class,4760,18.336,01-11-2018,10009,New York,01-11-2018,37.5,0.409031414
1622,New York City,0,783.96,4,East,fynota,Consumer,colddrinks,Standard Class,4759,219.5088,01-11-2018,10009,New York,01-11-2018,28,0
